,Loyalty#,First Name,Last Name,Customer Name,Country,Province or State,City,Latitude,Longitude,Postal code,Gender,Education,Location Code,Income,Marital Status,LoyaltyStatus,EnrollmentDateOpening,CancellationDate,Customer Lifetime Value,EnrollmentType,Cancelled,Time on Program,EnrollmentDay
15934,297382,Bernarda,Tavana,Bernarda Tavana,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Female,College,Rural,0.0,Married,Star,2018-09-28,,11631.88,Standard,N,1189 days,Friday
15935,106589,Maile,Konruff,Maile Konruff,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Male,High School or Below,Urban,25370.0,Married,Star,2016-08-28,2016-09-13,11638.9,Standard,Y,16 days,Sunday
15936,145193,Lilliam,Cowden,Lilliam Cowden,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Male,High School or Below,Urban,25370.0,Married,Star,2021-09-07,,11638.9,Standard,N,114 days,Tuesday
15937,194737,Syreeta,Marbley,Syreeta Marbley,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Female,High School or Below,Urban,25370.0,Married,Star,2020-10-20,,11638.9,Standard,N,436 days,Tuesday
15938,272097,My,Bentley,My Bentley,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Female,High School or Below,Suburban,25370.0,Married,Star,2019-03-29,,11638.9,Standard,N,1007 days,Friday
15939,679623,Heather,Pullen,Heather Pullen,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3Z3,Female,Doctor,Urban,19851.0,Married,Star,2018-11-10,,11658.6,Standard,N,1146 days,Saturday
15940,416973,Cherise,Apresa,Cherise Apresa,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Male,College,Rural,0.0,Single,Star,2019-11-28,,11700.64,Standard,N,763 days,Thursday
15941,935274,Haywood,Arca,Haywood Arca,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Female,College,Rural,0.0,Single,Star,2015-10-18,,11700.64,Standard,N,2265 days,Sunday
15942,630034,Kali,Jennins,Kali Jennins,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Female,College,Rural,0.0,Divorced,Star,2020-08-28,,11702.35,Standard,N,489 days,Friday
15943,407233,Ninfa,Nyman,Ninfa Nyman,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Female,Bachelor,Suburban,73903.0,Married,Star,2021-11-21,,11718.42,Standard,N,39 days,Sunday
15944,207500,Lien,Yang,Lien Yang,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Female,Bachelor,Suburban,40564.0,Married,Star,2019-04-08,,11726.19,Standard,N,997 days,Monday
15945,494213,Pamila,Mantele,Pamila Mantele,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Male,Doctor,Rural,29879.0,Married,Star,2020-01-19,,11727.78,Standard,N,711 days,Sunday
15946,893120,Joie,Kaanana,Joie Kaanana,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Female,Bachelor,Suburban,58658.0,Married,Star,2021-05-23,2019-01-23,11747.65,Standard,Y,-851 days,Sunday
15947,732863,Ardath,Schane,Ardath Schane,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Male,Bachelor,Suburban,51008.0,Married,Star,2018-01-30,,11772.79,Standard,N,1430 days,Tuesday
15948,326603,Meghann,Bammon,Meghann Bammon,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Female,Bachelor,Rural,58881.0,Married,Star,2018-08-01,,11776.0,Standard,N,1247 days,Wednesday
15949,579785,Colby,Ludewig,Colby Ludewig,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Female,Bachelor,Rural,90016.0,Married,Star,2021-04-23,2021-12-23,11785.04,2021 Promotion,Y,244 days,Friday
15950,232924,Luise,Liehr,Luise Liehr,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,Male,Master,Rural,25251.0,Divorced,Star,2015-11-25,,11790.5,Standard,N,2227 days,Wednesday
15951,674781,Wilburn,Berretti,Wilburn Berretti,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,Male,Master,Rural,25251.0,Divorced,Star,2020-04-23,,11790.5,Standard,N,616 days,Thursday
15952,802974,Yoko,Marcinko,Yoko Marcinko,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Female,Master,Rural,25251.0,Divorced,Star,2021-04-09,,11790.5,2021 Promotion,N,265 days,Friday
15953,883968,Les,Burnaman,Les Burnaman,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Male,Master,Urban,25251.0,Divorced,Star,2015-11-11,,11790.5,Standard,N,2241 days,Wednesday
15954,277594,Kirsten,Gould,Kirsten Gould,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Female,Bachelor,Suburban,91469.0,Single,Star,2019-02-15,,11797.99,Standard,N,1049 days,Friday
15955,811802,Suk,Forsythe,Suk Forsythe,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,Male,Bachelor,Rural,91469.0,Single,Star,2018-05-31,,11797.99,Standard,N,1309 days,Thursday
15956,739617,Brady,Strehlow,Brady Strehlow,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,Male,College,Suburban,0.0,Single,Star,2021-01-13,,11814.48,Standard,N,351 days,Wednesday
15957,449843,Tracie,Wittel,Tracie Wittel,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Female,Bachelor,Suburban,41004.0,Married,Star,2018-03-15,,11814.53,Standard,N,1386 days,Thursday
15958,559726,Kelsie,Bodor,Kelsie Bodor,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,Female,College,Urban,0.0,Single,Star,2017-03-14,,11828.61,Standard,N,1752 days,Tuesday
15959,935328,Laurence,Spart,Laurence Spart,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Female,Bachelor,Suburban,92931.0,Married,Star,2018-04-06,,11830.95,Standard,N,1364 days,Friday
15960,518305,Denis,Roskop,Denis Roskop,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Male,Doctor,Suburban,16552.0,Married,Star,2017-10-27,,11833.77,Standard,N,1525 days,Friday
15961,135381,Jenette,Brinkhaus,Jenette Brinkhaus,Canada,New Brunswick,Moncton,46.087818,-64.778229,E1A 2A7,Male,College,Rural,0.0,Single,Star,2018-03-17,,11855.14,Standard,N,1384 days,Saturday
15962,999460,Brooke,Deloera,Brooke Deloera,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Female,College,Rural,0.0,Married,Star,2019-07-04,2019-09-05,11875.9,Standard,Y,63 days,Thursday
15963,281449,Hugh,Urbieta,Hugh Urbieta,Canada,British Columbia,Kelowna,49.887951,-119.49601,V09 2E9,Female,College,Rural,0.0,Single,Star,2019-06-30,,11880.97,Standard,N,914 days,Sunday
15964,751779,Marry,Bosse,Marry Bosse,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Male,College,Urban,0.0,Married,Star,2017-09-08,,11885.97,Standard,N,1574 days,Friday
15965,937956,Kaitlyn,Debutiaco,Kaitlyn Debutiaco,Canada,British Columbia,Vancouver,49.28273,-123.12074,V1E 4R6,Female,Bachelor,Rural,97205.0,Divorced,Star,2018-04-30,,11900.54,Standard,N,1340 days,Monday
15966,344372,Keith,Talluto,Keith Talluto,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Female,Bachelor,Rural,24581.0,Married,Star,2021-03-16,,11923.75,2021 Promotion,N,289 days,Tuesday
15967,976700,Dia,Gullick,Dia Gullick,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Female,Bachelor,Rural,28014.0,Single,Star,2018-11-10,,11925.72,Standard,N,1146 days,Saturday
15968,838771,Leon,Abuhl,Leon Abuhl,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,Male,Bachelor,Rural,71587.0,Married,Star,2017-08-23,,11955.4,Standard,N,1590 days,Wednesday
15969,408047,Kamilah,Rykowski,Kamilah Rykowski,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Male,Bachelor,Suburban,52436.0,Single,Star,2016-08-29,,11960.48,Standard,N,1949 days,Monday
15971,397065,Olen,Bartunek,Olen Bartunek,Canada,Ontario,Toronto,43.653225,-79.383186,M8Y 4K8,Male,Master,Rural,21514.0,Married,Star,2020-06-02,,11981.98,Standard,N,576 days,Tuesday
15972,876232,Joel,Stofferahn,Joel Stofferahn,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Female,High School or Below,Suburban,25918.0,Married,Star,2017-02-06,,12022.39,Standard,N,1788 days,Monday
15973,597313,Sadye,Dusik,Sadye Dusik,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,Female,High School or Below,Rural,28879.0,Married,Star,2016-10-13,,12023.75,2021 Promotion,N,1904 days,Thursday
15974,180231,Jefferey,Scharf,Jefferey Scharf,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,Female,Bachelor,Urban,44428.0,Single,Star,2021-09-23,,12036.62,Standard,N,98 days,Thursday
15975,541435,Mariann,Altadonna,Mariann Altadonna,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,Female,Bachelor,Urban,44428.0,Single,Star,2021-11-08,,12036.62,Standard,N,52 days,Monday
15976,616342,Vivienne,Chalupsky,Vivienne Chalupsky,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Female,Bachelor,Suburban,44428.0,Single,Star,2017-05-10,,12036.62,Standard,N,1695 days,Wednesday
15977,920162,Tari,Kreisel,Tari Kreisel,Canada,New Brunswick,Fredericton,45.963589,-66.643112,E3B 2H2,Male,Bachelor,Urban,55805.0,Married,Star,2016-05-25,,12045.67,Standard,N,2045 days,Wednesday
15978,856502,Elaina,Kroesing,Elaina Kroesing,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Female,Bachelor,Suburban,43324.0,Married,Star,2017-01-21,,12047.78,Standard,N,1804 days,Saturday
15979,178864,Mariano,Clugston,Mariano Clugston,Canada,Alberta,Calgary,51.048615,-114.07085,T3E 2V9,Female,College,Urban,0.0,Single,Star,2016-11-10,,12101.21,Standard,N,1876 days,Thursday
15980,669493,Donna,Foore,Donna Foore,Canada,Ontario,Kingston,44.231171,-76.485954,M9K 2P4,Male,Bachelor,Rural,20495.0,Married,Star,2021-11-06,,12128.37,Standard,N,54 days,Saturday
15981,445137,Adriana,Kleyman,Adriana Kleyman,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Male,Bachelor,Rural,29431.0,Married,Star,2016-07-02,,12128.45,Standard,N,2007 days,Saturday
15982,318285,Ignacio,Sweezy,Ignacio Sweezy,Canada,British Columbia,Vancouver,49.28273,-123.12074,V5R 1W3,Female,Bachelor,Rural,57449.0,Single,Star,2020-11-10,,12157.33,Standard,N,415 days,Tuesday
15984,765924,Kiley,Grinstead,Kiley Grinstead,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Male,Bachelor,Suburban,57449.0,Single,Star,2016-06-16,,12157.33,Standard,N,2023 days,Thursday
15985,812513,Rosario,Chavers,Rosario Chavers,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Female,Bachelor,Urban,57449.0,Single,Star,2015-07-30,,12157.33,Standard,N,2345 days,Thursday
15986,841916,Lashandra,Ladeau,Lashandra Ladeau,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,Female,Bachelor,Rural,57449.0,Single,Star,2017-05-21,,12157.33,Standard,N,1684 days,Sunday
15987,971608,Tisha,Flipp,Tisha Flipp,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Male,Bachelor,Rural,57449.0,Single,Star,2019-08-10,2020-04-10,12157.33,Standard,Y,244 days,Saturday
15989,141456,Luci,Dietert,Luci Dietert,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Female,Master,Suburban,14973.0,Divorced,Star,2021-01-10,,12168.74,Standard,N,354 days,Sunday
15990,369646,Jayson,Croon,Jayson Croon,Canada,Alberta,Peace River,56.23418,-117.28938,T9O 2W2,Female,Master,Rural,14973.0,Divorced,Star,2020-04-07,,12168.74,Standard,N,632 days,Tuesday
15991,377968,Ima,Christoff,Ima Christoff,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Female,Master,Urban,14973.0,Divorced,Star,2017-05-08,,12168.74,Standard,N,1697 days,Monday
15992,432579,Georgia,Mench,Georgia Mench,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Female,Master,Rural,14973.0,Divorced,Star,2021-10-13,,12168.74,Standard,N,78 days,Wednesday
15993,634181,Angila,Borg,Angila Borg,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Female,Master,Rural,14973.0,Divorced,Star,2018-07-28,,12168.74,Standard,N,1251 days,Saturday
15994,863516,Ronald,Herrboldt,Ronald Herrboldt,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Male,Master,Rural,14973.0,Divorced,Star,2017-11-28,,12168.74,Standard,N,1493 days,Tuesday
15995,154889,Takisha,Escher,Takisha Escher,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Female,College,Rural,0.0,Single,Star,2019-11-29,2020-07-29,12176.01,Standard,Y,243 days,Friday
15996,496191,Rosemary,Hennagir,Rosemary Hennagir,Canada,Newfoundland,St. John's,47.561508,-52.712578,A1C 6H9,Female,Bachelor,Rural,60282.0,Married,Star,2017-06-25,,12200.79,Standard,N,1649 days,Sunday
15997,788997,Boyd,Lacroix,Boyd Lacroix,Canada,Ontario,Toronto,43.653225,-79.383186,P1J 8T7,Male,Bachelor,Rural,35133.0,Married,Star,2017-12-29,,12232.78,Standard,N,1462 days,Friday
15998,365761,Johnny,Thoe,Johnny Thoe,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Female,College,Urban,0.0,Single,Star,2019-04-09,,12234.36,Standard,N,996 days,Tuesday
15999,641160,Tandy,Bollettino,Tandy Bollettino,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Male,College,Rural,0.0,Single,Star,2016-09-14,,12234.36,Standard,N,1933 days,Wednesday
16000,541037,Jeanna,Spirko,Jeanna Spirko,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Female,Bachelor,Urban,46396.0,Married,Star,2021-03-03,,12244.9,2021 Promotion,N,302 days,Wednesday
16001,678616,Demetrius,Mulcahy,Demetrius Mulcahy,Canada,Ontario,Toronto,43.653225,-79.383186,M1R 4K3,Male,College,Rural,0.0,Married,Star,2017-05-26,,12252.6,Standard,N,1679 days,Friday
16002,380795,Madie,Meierhofer,Madie Meierhofer,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 6J7,Female,Bachelor,Rural,52135.0,Single,Star,2015-06-07,,12275.34,Standard,N,2398 days,Sunday
16003,156948,Angeline,Uhlig,Angeline Uhlig,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,Female,Bachelor,Suburban,88340.0,Married,Star,2019-12-24,,12280.77,Standard,N,737 days,Tuesday
16004,370300,Shawnda,Starrick,Shawnda Starrick,Canada,Alberta,Edmonton,53.544388,-113.49093,T9G 1W3,Female,Bachelor,Rural,88340.0,Married,Star,2016-01-09,,12280.77,Standard,N,2182 days,Saturday
16005,772834,Dona,Pollak,Dona Pollak,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Male,Bachelor,Urban,88340.0,Married,Star,2016-08-16,,12280.77,Standard,N,1962 days,Tuesday
16006,346295,Exie,Vandemark,Exie Vandemark,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Male,Bachelor,Rural,36328.0,Married,Star,2020-12-01,,12282.84,Standard,N,394 days,Tuesday
16007,633787,Tomas,Chirino,Tomas Chirino,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Male,Bachelor,Suburban,36328.0,Married,Star,2020-03-03,,12282.84,Standard,N,667 days,Tuesday
16008,264365,Effie,Bilotti,Effie Bilotti,Canada,Quebec,Hull,45.42873,-75.713364,J8Y 3Z5,Female,Bachelor,Suburban,55193.0,Married,Star,2020-12-01,,12296.5,Standard,N,394 days,Tuesday
16009,211030,Erwin,Jagiello,Erwin Jagiello,Canada,Saskatchewan,Regina,50.44521,-104.6189,S6J 3G0,Female,High School or Below,Suburban,17101.0,Single,Star,2020-10-21,,12298.69,Standard,N,435 days,Wednesday
16010,244595,Julia,Crounse,Julia Crounse,Canada,Ontario,Toronto,43.653225,-79.383186,M2P 4F6,Male,High School or Below,Urban,17101.0,Single,Star,2021-11-23,,12298.69,Standard,N,37 days,Tuesday
16011,431034,Tabitha,Killay,Tabitha Killay,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 2J6,Female,High School or Below,Suburban,17101.0,Single,Star,2016-03-12,,12298.69,Standard,N,2119 days,Saturday
16012,505988,Elke,Fitzmier,Elke Fitzmier,Canada,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,Male,High School or Below,Rural,17101.0,Single,Star,2021-11-17,,12298.69,Standard,N,43 days,Wednesday
16013,766733,Astrid,Robishaw,Astrid Robishaw,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Male,High School or Below,Urban,17101.0,Single,Star,2020-01-07,,12298.69,Standard,N,723 days,Tuesday
16014,945133,Jamison,Neizer,Jamison Neizer,Canada,British Columbia,Victoria,48.428421,-123.36565,V10 6T5,Female,High School or Below,Urban,17101.0,Single,Star,2015-05-29,,12298.69,Standard,N,2407 days,Friday
16015,517797,Emerald,Constine,Emerald Constine,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Female,College,Rural,0.0,Single,Star,2020-12-15,,12313.16,Standard,N,380 days,Tuesday
16016,997539,Kori,Mcfan,Kori Mcfan,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Male,Bachelor,Rural,68420.0,Married,Star,2019-12-20,,12315.09,Standard,N,741 days,Friday
16017,671173,Isabell,Sharkey,Isabell Sharkey,Canada,Ontario,Toronto,43.653225,-79.383186,P1L 8X8,Male,College,Rural,0.0,Single,Star,2019-03-02,,12324.27,Standard,N,1034 days,Saturday
16018,462253,Martine,Miyamoto,Martine Miyamoto,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Male,Bachelor,Suburban,85789.0,Married,Star,2019-07-18,2020-03-18,12332.52,Standard,Y,244 days,Thursday
16019,729154,Christoper,Borowik,Christoper Borowik,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,Male,Bachelor,Urban,72503.0,Single,Star,2018-09-05,,12341.83,Standard,N,1212 days,Wednesday
16020,546997,Darcey,Stockfisch,Darcey Stockfisch,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,Female,Bachelor,Urban,54710.0,Married,Star,2020-11-29,,12350.06,Standard,N,396 days,Sunday
16021,393329,Darin,Beltre,Darin Beltre,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,Male,College,Urban,0.0,Single,Star,2021-09-28,,12357.12,Standard,N,93 days,Tuesday
16022,481931,Nada,Maroon,Nada Maroon,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Female,Bachelor,Rural,78441.0,Married,Star,2019-04-04,,12375.02,Standard,N,1001 days,Thursday
16023,707146,Noble,Stolpe,Noble Stolpe,Canada,Ontario,Toronto,43.653225,-79.383186,P1W 1K4,Female,Bachelor,Urban,78441.0,Married,Star,2016-06-24,,12375.02,Standard,N,2015 days,Friday
16024,173834,Gita,Skripko,Gita Skripko,Canada,Quebec,Montreal,45.50169,-73.567253,H3T 8L4,Female,Bachelor,Urban,39886.0,Married,Star,2021-06-29,,12379.57,Standard,N,184 days,Tuesday
16025,503988,Jenny,Gouty,Jenny Gouty,Canada,Ontario,Toronto,43.653225,-79.383186,P5S 6R4,Male,High School or Below,Urban,14382.0,Married,Star,2021-10-16,,12390.48,Standard,N,75 days,Saturday
16026,863884,Stephanie,Norstrom,Stephanie Norstrom,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Male,High School or Below,Suburban,14382.0,Married,Star,2020-01-26,,12390.48,Standard,N,704 days,Sunday
16027,140223,Krista,Minervini,Krista Minervini,Canada,Ontario,Toronto,43.653225,-79.383186,M2M 7K8,Female,High School or Below,Rural,15818.0,Married,Star,2018-10-02,2019-06-02,12427.39,Standard,Y,243 days,Tuesday
16028,833169,Jacqulyn,Klicker,Jacqulyn Klicker,Canada,Manitoba,Winnipeg,49.895138,-97.138374,R2C 0M5,Male,Bachelor,Rural,36551.0,Single,Star,2016-02-19,2020-02-03,12472.12,Standard,Y,1445 days,Friday
16029,652034,Courtney,Conaghan,Courtney Conaghan,Canada,Yukon,Whitehorse,60.721188,-135.05684,Y2K 6R0,Male,College,Urban,0.0,Single,Star,2016-05-18,,12476.65,Standard,N,2052 days,Wednesday
16030,601105,Christine,Patmore,Christine Patmore,Canada,Ontario,Thunder Bay,48.380894,-89.247681,K8T 5M5,Male,Bachelor,Rural,31283.0,Married,Star,2015-09-18,,12487.58,Standard,N,2295 days,Friday
16031,502353,Dillon,Zieske,Dillon Zieske,Canada,Quebec,Tremblant,46.118462,-74.596184,H5Y 2S9,Female,College,Urban,0.0,Single,Star,2021-05-24,,12495.74,Standard,N,220 days,Monday
16032,696486,Farah,Nikaido,Farah Nikaido,Canada,Alberta,Edmonton,53.544388,-113.49093,T3G 6Y6,Male,College,Urban,0.0,Married,Star,2016-08-19,,12500.84,Standard,N,1959 days,Friday
16033,562677,Tegan,Kotas,Tegan Kotas,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,Female,Bachelor,Suburban,33746.0,Married,Star,2016-11-04,,12504.49,Standard,N,1882 days,Friday
16034,612311,Brigitte,Kassouf,Brigitte Kassouf,Canada,Saskatchewan,Regina,50.44521,-104.6189,S1J 3C5,Female,Bachelor,Rural,33746.0,Married,Star,2020-06-01,,12504.49,Standard,N,577 days,Monday
16035,908248,Roma,Majeske,Roma Majeske,Canada,Prince Edward Island,Charlottetown,46.238239,-63.131069,C1A 6E8,Male,High School or Below,Suburban,12607.0,Married,Star,2018-04-28,2018-12-28,12516.92,Standard,Y,244 days,Saturday
16036,920792,Carline,Renolds,Carline Renolds,Canada,British Columbia,Whistler,50.116322,-122.95736,V6T 1Y8,Female,College,Rural,0.0,Single,Star,2020-04-14,,12520.98,Standard,N,625 days,Tuesday
16037,777861,Sunday,Lindie,Sunday Lindie,Canada,Quebec,Montreal,45.50169,-73.567253,H2T 9K8,Female,Bachelor,Rural,44341.0,Married,Star,2021-08-14,,12522.54,Standard,N,138 days,Saturday
16038,283770,Tom,Quiller,Tom Quiller,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Female,Bachelor,Suburban,32857.0,Divorced,Star,2020-11-13,,12547.43,Standard,N,412 days,Friday
16039,576947,Malika,Caffarelli,Malika Caffarelli,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Female,Doctor,Suburban,10147.0,Married,Star,2017-03-31,,12552.65,Standard,N,1735 days,Friday
16040,138853,Karine,Bennison,Karine Bennison,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3C 2M8,Male,College,Urban,0.0,Single,Star,2020-09-08,,12556.95,Standard,N,478 days,Tuesday
16041,325593,Nilsa,Bacik,Nilsa Bacik,Canada,Quebec,Quebec City,46.813877,-71.207977,G1B 3L5,Female,College,Suburban,0.0,Single,Star,2021-03-20,,12556.95,2021 Promotion,N,285 days,Saturday
16042,861675,Gilma,Cabral,Gilma Cabral,Canada,Quebec,Montreal,45.50169,-73.567253,H4G 3T4,Male,College,Rural,0.0,Married,Star,2021-06-18,,12564.07,Standard,N,195 days,Friday
16043,634328,Noreen,Giardino,Noreen Giardino,Canada,Nova Scotia,Halifax,44.648766,-63.575237,B3J 9S2,Female,Bachelor,Rural,83013.0,Married,Star,2021-05-08,,12584.01,Standard,N,236 days,Saturday
16044,553061,Iris,Mater,Iris Mater,Canada,Ontario,London,42.984924,-81.245277,M5B 3E4,Male,Bachelor,Suburban,79421.0,Married,Star,2019-09-21,,12625.28,Standard,N,831 days,Saturday
16045,689389,Shelley,Ettinger,Shelley Ettinger,Canada,Quebec,Montreal,45.50169,-73.567253,H2Y 4R4,Female,Bachelor,Suburban,26149.0,Married,Star,2019-03-03,,12655.53,Standard,N,1033 days,Sunday
16046,558598,Star,Younie,Star Younie,Canada,British Columbia,Vancouver,49.28273,-123.12074,V6E 3D9,Female,Bachelor,Suburban,63918.0,Single,Star,2016-12-20,,12687.15,Standard,N,1836 days,Tuesday
16047,532832,Bethanie,Greenhaw,Bethanie Greenhaw,Canada,British Columbia,Dawson Creek,55.759628,-120.23766,U5I 4F1,Female,Bachelor,Urban,40117.0,Married,Star,2021-11-18,,12692.67,Standard,N,42 days,Thursday
16048,727847,Blanca,Locantore,Blanca Locantore,Canada,Ontario,Toronto,43.653225,-79.383186,M2Z 4K1,Female,Bachelor,Rural,40117.0,Married,Star,2015-09-14,,12692.67,Standard,N,2299 days,Monday
16049,156305,Leisha,Cadwallader,Leisha Cadwallader,Canada,Ontario,Toronto,43.653225,-79.383186,M2P 4F6,Male,Bachelor,Suburban,40870.0,Married,Star,2016-09-11,,12731.95,Standard,N,1936 days,Sunday
16050,604630,Bernie,Diomede,Bernie Diomede,Canada,Ontario,Ottawa,45.421532,-75.697189,K1F 2R2,Male,Bachelor,Suburban,40870.0,Married,Star,2018-03-13,2018-11-13,12731.95,Standard,Y,245 days,Tuesday
